company,count,percent
Red Rock Mortgage & Lending LLC,1,0.0
HOMETRUST MORTGAGE COMPANY,1,0.0
"Neighborhood Housing Services of Toledo, Inc.",1,0.0
B-Focused Mobile LLC,1,0.0
"LoanLeaders of America, Inc.",1,0.0
Jackson Automotive Resources,1,0.0
Off Lease Only Inc.,1,0.0
"Systematic National Collection, Inc.",1,0.0
"CARMEL FINANCIAL CORPORATION, INC.",1,0.0
TyKy,1,0.0
Pinnacle Finance LLC,1,0.0
Ponca Finance Co. Inc,1,0.0
Dream Center Education Holdings,1,0.0
"Harbor Legal Group, LLC",1,0.0
"D.S. Erickson & Associates, PLLC",1,0.0
Avenify Corporation,1,0.0
Nationwide Arbitration Services LLC,1,0.0
Chainlink Services LLC,1,0.0
Gallatin Valley Financial,1,0.0
"Stein Law, P.C.",1,0.0
GEM Financial,1,0.0
"Pollack & Rosen, P.A.",1,0.0
PPPLF ECONOMIC AND COMMUNITY DEVELOPMENT INSTITUTE,1,0.0
JLO Ventures LLC dba Car By U,1,0.0
Landmark Collection Services Inc.,1,0.0
"CBG Financial, LLC",1,0.0
Law Office of Anthony C. Onwuanibe,1,0.0
Mutual Financial Partners,1,0.0
Woods Oviatt Gilman LLP,1,0.0
"Premier Lending, Inc.",1,0.0
"Aequitas Capital Opportunities Fund, LP",1,0.0
"Dant-Pacific, Ltd",1,0.0
ALLIED NATIONAL INC,1,0.0
Buckingham Mortgage LLC,1,0.0
MORTGAGE CORPORATION OF THE SOUTH,1,0.0
"Spectrum Funding Group, LLC",1,0.0
"SENIOR MORTGAGE BANKERS, INC.",1,0.0
Inland Debt Management,1,0.0
Homestead Title Abstract Agency Inc.,1,0.0
"Hertzmark, Crean & Lahey, LLP.",1,0.0
Devgru Financial LLC,1,0.0
"Escrow and Title Services, Inc.",1,0.0
"Credit Bureau of Howell County, LLC",1,0.0
"CCB Credit Serivces, Inc",1,0.0
Signature Home Lending Inc,1,0.0
Tiempo Finance Company Inc,1,0.0
"National Recovery Service, Inc.",1,0.0
"FCN Catalogue & Equipment, Inc.",1,0.0
"NPG Associates, Inc.",1,0.0
Williams Kastner & Gibbs PLLC,1,0.0
Lovitts Auto Sales Inc,1,0.0
"Axiom Acquisition Ventures, LLC",1,0.0
CAPITAL INTERNATIONAL FINANCIAL INC.,1,0.0
People Trust,1,0.0
Maury's Motors Inc DBA Midpoint Auto Group,1,0.0
One Source Technology,1,0.0
AD Capital LLC,1,0.0
"Burton Neil & Associates, P.C.",1,0.0
"KeyStone Financial ,LLC",1,0.0
Advanced Resolution Services Inc.,1,0.0
TitleMax LLC,1,0.0
"New Century Financial Services, Inc.",1,0.0
"CICA Collection Agency, Inc.",1,0.0
"Commercial Trade, Inc.",1,0.0
360 Mortgage Inc.,1,0.0
RMA Credit Association,1,0.0
"Colorado Capital Investments, Inc.",1,0.0
"TLP Mortgage Advisors, LLC",1,0.0
Regional Mediation Associates LLC,1,0.0
Fast Track Servicing,1,0.0
"American Heritage Capital, LP",1,0.0
Diamond Funding Corporation,1,0.0
Digital Currency Services Inc.,1,0.0
Handshake Home Loans Inc.,1,0.0
Beach Cars of West Palm Inc.,1,0.0
"I.Q. DATA INTERNATIONAL, INC.",1,0.0
"Io, Inc.",1,0.0
"Brian McCaffrey, Attorney At Law",1,0.0
"SIERRA LENDING GROUP, LLC",1,0.0
Michael Andrews & Associates LLC,1,0.0
"Surf Consultants, Inc.",1,0.0
"Bryant, Hodge & Associates LLC",1,0.0
"National Credit Services, Inc.",1,0.0
"O&L LAW GROUP, P.L.",1,0.0
ARBOR MORTGAGE,1,0.0
Wisdom Financial,1,0.0
Home Base Mortgage Group,1,0.0
"OSG Group Holdings, Inc.",1,0.0
"PMGI, LLC",1,0.0
Texas Professional Mortgage LLC,1,0.0
Viking Client Services,1,0.0
Finance Store Inc.,1,0.0
"Media Collections, Inc",1,0.0
"Reliable Home Lenders, LLC",1,0.0
"Campus Student Funding, LLC",1,0.0
"Pro Equity Partners, Inc.",1,0.0
"MM Finance, LLC, Bellevue, NE Branch",1,0.0
BHA Services,1,0.0
"Top Asset Solutions, LLC",1,0.0
ML Mortgage Corp.,1,0.0
Simon PLC Attorneys & Counselors,1,0.0
"LUKE, JOHNSON & LEWIS LLC",1,0.0
Thunder Auto Finance LLC,1,0.0
DEVLIN INC,1,0.0
Mother Lode Holding Company,1,0.0
"Laelia, LLC",1,0.0
Payment Servicing Corporation,1,0.0
"PayFiniti, LLC",1,0.0
Ameritan Group Services,1,0.0
Student Loan Finance Corporation,1,0.0
"Mary Jane M. Elliott, P.C. Attorneys At Law",1,0.0
"Consumer Attorneys of America, P.A.",1,0.0
"Midstate Finance Company, Inc.",1,0.0
Mortgage Banking Associates Inc,1,0.0
Home Financial Corporation,1,0.0
"First Advantage Title Partners, LLC",1,0.0
National Credit Processing Inc.,1,0.0
"Blackstad, Hrabe, Kirlorsky, LLC",1,0.0
"OP Group Holdings, LLC",1,0.0
Infinity Home Lending,1,0.0
EDULOAN DOCS,1,0.0
"STONELEIGH RECOVERY ASSOCIATES, LLC",1,0.0
"Relin, Goldstein & Crane, LLP",1,0.0
"Smoky Management, LLC",1,0.0
"RSI Enterprises, Inc.",1,0.0
"HEAD MERCANTILE CO., INC.",1,0.0
Mickel Law Firm. P.A.,1,0.0
"SOUTH EXCHANGE, INC",1,0.0
"A-M-S Mortgage Services, Inc.",1,0.0
"CLA Co, Inc.",1,0.0
"Brio Management Group, LLC",1,0.0
National Home Buyer’s Alliance,1,0.0
"CAPITAL AUTO FINANCIAL, INC.",1,0.0
EM Auto Corporation,1,0.0
DLG LLC,1,0.0
"B Walters CO., LLC",1,0.0
"Independence Capital Recovery, LLC",1,0.0
The Peak Service Corp.,1,0.0
Brentwood Pacific Financial,1,0.0
Mohsin Mortgage Corp.,1,0.0
"The RaymondPaul Group, LLC",1,0.0
"Mid-Continent Funding, Inc.",1,0.0
"Jormandy, LLC",1,0.0
"Access Auto Group, Inc.",1,0.0
American Title Managers LLC,1,0.0
"Nevada Credico, Inc.",1,0.0
Secure Lending Incorporated,1,0.0
"Law Offices Howard Lee Schiff, P.C.",1,0.0
"Equidata, Inc.",1,0.0
GOLDEN BEAR CAPITAL INC.,1,0.0
Southern Management Systems Inc.,1,0.0
"Land Closing Services, Inc.",1,0.0
"Lightspeed Mortgage, Inc.",1,0.0
"Midwest Recovery Fund, LLC",1,0.0
"RCO Legal, P.S.",1,0.0
"Full Service Mortgage Group, LLC",1,0.0
Magnum Association Services,1,0.0
Balbec Capital LP,1,0.0
Wexford & James LLC,1,0.0
"MarineMax East, Inc.",1,0.0
CREDIT CARD MANAGEMENT SERVICES INC,1,0.0
"Credit Systems International, Inc.",1,0.0
Golden Financial Services,1,0.0
"States Title Holding, Inc.",1,0.0
"1ST IBERIA CREDIT, INC.",1,0.0
"Devor Mortgage Investment Corp, DBA Quality Home Mortgage",1,0.0
"Money Transfer Systems, Inc.",1,0.0
"BRAUFMANN, LEIGHMANN & ASSOCIATES",1,0.0
"Success Mortgage, LLC",1,0.0
"Berlin-Wheeler, Inc. (Kansas)",1,0.0
"DOSS Group, Inc.",1,0.0
DAS Inc,1,0.0
EliteCashWire.com Inc,1,0.0
HOMEPROMISE CORPORATION,1,0.0
ABC Loan of Martinez/ Georgia Finco Holding Corp,1,0.0
Sunset Marketing Group LLC. DBA Acceptance Financial,1,0.0
Credit Star Funding,1,0.0
"Capital Assessment Service Company, Inc.",1,0.0
Genpact Limited,1,0.0
"Equity Express Mortgage, LLC",1,0.0
Cardinal Branch,1,0.0
PROVINCE MORTGAGE ASSOCIATES,1,0.0
Modern Adjustment Bureau,1,0.0
24/7 MORTGAGE CORPORATION,1,0.0
"Prober & Raphael, A Law Corporation",1,0.0
"Automotive Financial of America, Inc.",1,0.0
William Raveis Real Estate,1,0.0
"HOUSTONIAN MORTGAGE GROUP, INC.",1,0.0
"Professional Bureau of Collections of Maryland, Inc., GREENWOOD VILLAGE, CO Branch",1,0.0
"Precise Home Loans, LLC",1,0.0
"POLI MORTGAGE GROUP, INC.",1,0.0
KENT MORTGAGE CORPORATION,1,0.0
Alvamar Financial,1,0.0
Central Business Funding,1,0.0
"Portfolio America Asset Management, LLC",1,0.0
"Franklinton Pre-Owned, Inc.",1,0.0
Victory Realty at the Greene LLC,1,0.0
"FIRST CASH FINANCIAL SERVICES, INC.",1,0.0
"National Budget Planners of South Florida, Inc",1,0.0
"Pegasus Legal Capital, LLC",1,0.0
Grant & Weber,1,0.0
"Credit Bureau Collection Services, Inc.",1,0.0
Consumer Adjustment Corp USA,1,0.0
Park Company Realtors,1,0.0
The Borrowing Club,1,0.0
"Orion Portfolio Services, LLC",1,0.0
Florida Coastal Closing & Escrow LLC,1,0.0
Capital Core Advisors LLC,1,0.0
CalLoan Corp,1,0.0
Huron Law Group PLLC,1,0.0
Debt Solutions LLC,1,0.0
College Guidance Resources  LLC,1,0.0
APPLE RECOVERY SERVICES CORP,1,0.0
"Merchants & Medical Adjustment Bureau, Inc. dba Credit Bureau Associates",1,0.0
The Car Network llc,1,0.0
JOSEPH R. HARRISON CO. LPA,1,0.0
London & London,1,0.0
"Dolliemac, LLC dba Elite Document Management Solutions",1,0.0
"Senior Management Group, Inc.",1,0.0
"EVERGREEN PROFESSIONAL RECOVERIES, INC.",1,0.0
Working Solutions CDFI,1,0.0
"Paragon Mortgage Services, Inc.",1,0.0
"DSW Carolina, LLC d/b/a Resource Services",1,0.0
"Summit Mortgage Group, LLC",1,0.0
PROSPER FIRST FUNDING CORPORATION,1,0.0
"Snap Mortgage, LLC",1,0.0
CFS of Aurora IL LLC,1,0.0
Nemovi Law Group,1,0.0
"Frontier Consumer Law Group, LLC",1,0.0
PacWest Funding Inc,1,0.0
"Pivot Rock Solutions, LLC",1,0.0
"Global Portfolio Recovery, LLC",1,0.0
"Jones & Walden, LLC",1,0.0
"GEMINI CAPITAL GROUP, LLC",1,0.0
"Vital Solutions, Inc.",1,0.0
"PingYo, Inc.",1,0.0
"Law Offices of Paul L. Marks, P.L.L.C",1,0.0
Moran Financial Group LLC,1,0.0
ATM OPS Inc,1,0.0
Greenway Mortgage Funding Corp.,1,0.0
"Red River Collection Company, Inc.",1,0.0
Lighthouse Finance Solutions LLC,1,0.0
Trustpoint Lending Corporation,1,0.0
"Digital Mortgage, LLC",1,0.0
"Choice Recovery, Inc.",1,0.0
Great Northern Mortgage Corp.,1,0.0
"MORTGAGE LINK, INC., THE",1,0.0
FINANTA FEDERAL CREDIT UNION,1,0.0
Amerivest Mortgages,1,0.0
NORTH AMERICAN FINANCIAL CORP,1,0.0
"National Check Bureau, Inc.",1,0.0
"Zillow Group Marketplace, Inc.",1,0.0
"American Accounts & Advisers, Inc.",1,0.0
CREDIGY SOLUTIONS INC.,1,0.0
Residential Funding Consultants LLC,1,0.0
Cleveland Mortgage Corporation,1,0.0
Medical-Commercial Audit Inc,1,0.0
"Delta Management Associates, Inc.",1,0.0
"Zo Financial, Inc.",1,0.0
SGCP Holdco LLC,1,0.0
"Keowee Auto Sales, Inc.",1,0.0
cottman check cashing l.p.,1,0.0
FYM Capital LLC,1,0.0
"Rogers, Carter & Payne, LLC",1,0.0
Dependable Debt Recovery,1,0.0
"Higlobe, Inc.",1,0.0
Kiwi Financial Inc.,1,0.0
1 Stop Payday Loan Services LLC,1,0.0
ASAP Credit Repair,1,0.0
"LEIJA ENTERPRISES, INC.",1,0.0
"Business Processing Solutions, LLC",1,0.0
New Silver Lending LLC,1,0.0
AJM Consultants LLC,1,0.0
Kohn Law Firm S.C.,1,0.0
Schukei Chevrolet Volkswagen,1,0.0
"McManamy, McLeod, Heller, LLC",1,0.0
"Avrutis & Foeller, P.A.",1,0.0
"Automotive Funding Group, Inc",1,0.0
Apex Resolution Group LLC,1,0.0
AAA Collections,1,0.0
"Certus Capital, LLC",1,0.0
Unity Asset Management,1,0.0
BAKER GOVERN & BAKER INC,1,0.0
"Cumberland Financial Services, INC.",1,0.0
"Debtsy Holdings, Inc.",1,0.0
Michigan First Title Agency,1,0.0
iHome Financial Inc.,1,0.0
"MORTGAGE BANK OF CALIFORNIA, INC.",1,0.0
"National Medical Administrators, Inc",1,0.0
Lo Inc. DBA Reliance Mortgage,1,0.0
"Direct Home Loans, LLC",1,0.0
"Emerge Financial Services, Inc.",1,0.0
ABC First Inc,1,0.0
Students Come First,1,0.0
Credit Quick,1,0.0
Pacific Mortgage Planning LLC,1,0.0
North American Credit Services,1,0.0
Patriot Mortgage Corporation,1,0.0
"GLOBAL TRUST FINANCE, LLC",1,0.0
4 RE Services llc,1,0.0
"1 Auto Finance, Inc.",1,0.0
WINCHESTER SELLERS FOSTER & STEELE PC,1,0.0
PHILADELPHIA MORTGAGE ADVISORS,1,0.0
"Intelty, Inc",1,0.0
"Hood & Stacy, P.A.",1,0.0
Lakeside Title Company,1,0.0
"Nationwide T & L Holdings, LLC",1,0.0
Northland Healthcare Alliance,1,0.0
AIH Receivables Management Inc.,1,0.0
GABA LAW CORPORATION,1,0.0
"Envision Payment Solutions, Inc.",1,0.0
Advanced Portfolio Group LLC,1,0.0
Schreiber Law LLC,1,0.0
"The McHughes Law Firm, LLC",1,0.0
"Action Collection Agencies, Inc.",1,0.0
Triple AC Resolutions,1,0.0
Varolii Corporation,1,0.0
"LAWGIX LAWYERS, LLC",1,0.0
Lafayette General Medical Center,1,0.0
"ACE LENDING GROUP, LLC",1,0.0
"Cars Financial, Inc",1,0.0
Preferred Finanical Services Corporation,1,0.0
"Merchants and Medical Credit Corporation, Inc.",1,0.0
"Express Collections, Inc.",1,0.0
"Daniels Norelli Scully & Cecere, P.C.",1,0.0
Girosol Corp.,1,0.0
"Liberate Debt, Inc. 9156",1,0.0
United Credit Education Services,1,0.0
"Summerfield Mortgage, LLC",1,0.0
eCon Credit LP,1,0.0
Gulf Coast Auto Credit Corporation,1,0.0
SIBCY CLINE MORTGAGE SERVICE,1,0.0
"Mortgage One Solutions, Inc.",1,0.0
"Vantage Sourcing, LLC",1,0.0
Lender Estimate LLC,1,0.0
"First Premier Mortgage Lending, LLC",1,0.0
"Oliver Enterprises, Inc",1,0.0
"Financial Freedom Group, LLC",1,0.0
"Hypur, Inc",1,0.0
Pacific Retrieval LLC,1,0.0
"FMK Credit Education Center, INC",1,0.0
"Consumer Financial Debt Services, LLC",1,0.0
"Sky Bridge Financial, LLC",1,0.0
PCF Holdings Corp.,1,0.0
"LKN Capital Mortgage, Inc.",1,0.0
"CALM, Inc.",1,0.0
Start Connecting dba USA Student Debt Relief,1,0.0
Direct Account Management,1,0.0
"First Florida Financial, Inc.",1,0.0
"Vision Mortgage Company, Ltd.",1,0.0
"Clarfield, Okon, Salomone and Pincus, P.L.",1,0.0
"MERFICAP, LLC",1,0.0
"iReverse Home Loans, Corporation",1,0.0
"Birchwood Credit Services, Inc.",1,0.0
"Account Recovery Specialists, Inc.",1,0.0
CENTURY MORTGAGE COMPANY,1,0.0
"Check Loans of South Carolina, Inc.",1,0.0
Benefit Mortgage,1,0.0
Automotive Financial Services,1,0.0
Lakeview Mortgage Bankers Corp.,1,0.0
Credit Adjustments Inc,1,0.0
"Wall Financial, Inc.",1,0.0
"Mortgage Team 1, Inc.",1,0.0
Liberty SBF,1,0.0
Blueleven Capital Corporation,1,0.0
"Savvy Money, Inc.",1,0.0
Elite 1 Financial Services,1,0.0
"CUSO Development Company, LLC",1,0.0
"Genius Technologies, Inc",1,0.0
Copeland Mortgage Company,1,0.0
"MLM Investors, LLC",1,0.0
True Finance,1,0.0
Advise Solutions Services LLC,1,0.0
INTERACTIVE MORTGAGE,1,0.0
Philip Sellers P.C.,1,0.0
"Ladera Ranch Home Loans, Inc.",1,0.0
"Consumer Credit Services, LLC",1,0.0
Williams & Rivera Litigation Group LLC,1,0.0
Potomac Trust Mortgage Company LLC,1,0.0
"Cortland Capital Group, LLC",1,0.0
"CNC MORTGAGE, LLC",1,0.0
"Barley Mortgage, LLC",1,0.0
"Indian River County Habitat for Humanity, Inc.",1,0.0
"Augusta Financial, Inc.",1,0.0
"The Law Offices of Jennifer McCoy, PC",1,0.0
PACIFIC FORESIGHT FINANCIAL CORPORATION,1,0.0
"Titan Home Lending,LLC",1,0.0
"Palisade Legal Group, PLLC",1,0.0
SATORI FINANCIALMORTGAGE GROUP LLC,1,0.0
"4M Collections, LLC",1,0.0
"Consumer Financial Services of Tampa, FL LLC",1,0.0
Broadway Account Services,1,0.0
"Capstone Credit & Collection, LLC.",1,0.0
"RIGHT SIDE UP LENDING, LLC",1,0.0
Lacy Katzen LLP,1,0.0
Spark Mortgage Advisors LLC,1,0.0
"Friedman, Framme & Thrush, P.A.",1,0.0
US Mortgage Lenders LLC,1,0.0
First Equity Mortgage Group LLC,1,0.0
Colonial Mortgage Service Co. Of America,1,0.0
Sentrix Financial Services,1,0.0
Legacy Title Service,1,0.0
NEW YORK STATE HIGHER EDUCATION SERVICES CORPORATION (HESC)—,1,0.0
"Brewer's Quality Homes, Inc.",1,0.0
New Start Capital,1,0.0
"PMR Progressive, LLC",1,0.0
Landed Home Loans LLC,1,0.0
"R J Baucum Enterprises, Inc.",1,0.0
Cohen & Associates,1,0.0
"O'Kelley & Sorohan, Attorneys at Law, LLC",1,0.0
Van Patten Mortgage Group,1,0.0
"Unitas Lending, LLC",1,0.0
Madison Avenue Associates,1,0.0
Underwood James and Associates LLC,1,0.0
"GAMACHE & MYERS, PC",1,0.0
Credit Connection LLC,1,0.0
Financial Solutions of America Inc.,1,0.0
Fidelity First Real Estate and Mortgage Inc,1,0.0
"Action Professionals, Inc.",1,0.0
Mahomes Capital,1,0.0
"Data Search NY, Inc.",1,0.0
"MEMBERS MORTGAGE COMPANY, INC.",1,0.0
"America Trust Funding-Mortgage, Bankers LLC",1,0.0
Tate and Kirlin Assoc,1,0.0
CRE Credit Services,1,0.0
"HomeLight, Inc.",1,0.0
"Wetlands Holdings, Inc.",1,0.0
"Speed1, Inc",1,0.0
Federal First Lending LLC,1,0.0
"Loanatik, L.L.C.",1,0.0
"Real Pay, Inc",1,0.0
Mortgage Corp. of the East - III,1,0.0
Clear Point Home Loans LLC,1,0.0
"Receivables Performance Management, LLC",1,0.0
"Timios, Inc.",1,0.0
Hudson United Mortgage LLC,1,0.0
Standard Mortgage Group LLC,1,0.0
"Family Financial Care, Inc.",1,0.0
"Rate Rabbit, Inc.",1,0.0
"Richard D. London & Associates, P.C.",1,0.0
"Equihome Mortgage, LLC",1,0.0
First Direct Mediation,1,0.0
"G.W. Golden Enterprises, Inc.",1,0.0
"Christensen Financial, Inc.",1,0.0
Cajie LLC,1,0.0
DoubleCheck Solutions,1,0.0
K & B Capital Corp,1,0.0
SE Capital Corp dba Credito Familiar,1,0.0
"United Accounts, Inc.",1,0.0
TRINITY CAPITAL ADVISORS LLC,1,0.0
Empire Realty Inc. DBA US Funding Co.,1,0.0
"Foothills Mortgage Group, LLC",1,0.0
"SHAZAM, INC./IOWA TRANSFER SYSTEM, INC. (ITS)",1,0.0
WALTON FUNDING LLC,1,0.0
"New Horizons Finance Company, Inc",1,0.0
First Sun Financial Inc,1,0.0
Wallace Consulting and Investment Corp,1,0.0
Granite Bay Acceptance Inc.,1,0.0
"AFM Financial Services, LLC",1,0.0
PROVENTURE CAPITAL LLC,1,0.0
Ben Franklin Finance LLC,1,0.0
Clear Lending Corp,1,0.0
Liberty Capital Services LLC,1,0.0
Patrick Scanlon P.A.,1,0.0
Inspire Mortgage LLC.,1,0.0
"United Services Veterans Mortgage, LLC",1,0.0
"Garden State Check Cashing Service, Inc.",1,0.0
Smart Money Alliance,1,0.0
"UNIVERSAL COLLECTION SYSTEMS, INC",1,0.0
RANTAX INC,1,0.0
First Capital Recovery Inc.,1,0.0
American Mortgage Partners Inc.,1,0.0
"EZ Mortgages, Inc",1,0.0
"Southern Service Systems, Inc.",1,0.0
Ricardo A. Gonzalez dba Performance Elite Lending,1,0.0
Weissman Attorney at Law,1,0.0
"Cashco Financial Services, Inc",1,0.0
IOWA MORTGAGE SOLUTIONS INC,1,0.0
Post Oak Title,1,0.0
"SUN FINANCE COMPANY, LLC",1,0.0
"JNR Adjustment Company, Inc",1,0.0
"Be Money, Inc. (DBA Daylight)",1,0.0
"Welcome Tech, Inc.",1,0.0
"Benchmark Capital Management, LLC",1,0.0
Doral Capital Corporation,1,0.0
Direct Capital,1,0.0
"Prime Business Service, LLC",1,0.0
Vision Financial Corp.,1,0.0
Full Advance LLC,1,0.0
AMERICAN FINANCIAL MORTGAGE CORPORATION,1,0.0
"Starlight Mortgage, Inc.",1,0.0
"Select One Mortgage, Inc.",1,0.0
"Nobilis Credit Management, LLC.",1,0.0
Alpha Recovery Corp,1,0.0
"D'Aquila, Contreras and Vega, A Professional Law Corporation",1,0.0
"West Law Group, PLLC",1,0.0
Cade Investments LLC,1,0.0
Molinar LLC dba El Patron Title Loans,1,0.0
"College Ave Student Loan Servicing, LLC",1,0.0
East McComb Check Cash,1,0.0
"Helping Hand Financial, Inc",1,0.0
"Landmark Strategy Group, LLC",1,0.0
Rockwallet LLC,1,0.0
"TORO COMPANY, THE",1,0.0
UNIVERSAL ACCOUNTS LLC,1,0.0
CBC Holdings LLC,1,0.0
"Northern Alliance Management, LLC",1,0.0
"America's Mortgage Center, LTD.",1,0.0
"Steps Home Loans, LLC",1,0.0
"Duane C. Romanello, P.A., Inc.",1,0.0
Hometown Title Agency,1,0.0
"LPI-IV, LLC dba American Foreclosure Prevention",1,0.0
"Federal Pacific Credit Company, LLC",1,0.0
"Niagara Capital Associates, Inc.",1,0.0
MTACC Inc.,1,0.0
Millco Management,1,0.0
Accelerated Servicing Group LLC,1,0.0
"Action One Mortgage Banker, LLC",1,0.0
"Absolute Recovery Services, LLC",1,0.0
X5 Home Loans LLC,1,0.0
Monex Inc.,1,0.0
EQUITABLE MORTGAGE CORPORATION,1,0.0
RUEDY & STITES ADVERTISING COMPANY,1,0.0
Boxwood Mortgage LLC,1,0.0
"American Financial Mortgage Services, Inc.",1,0.0
Ceannate,1,0.0
Red Star Mortgage,1,0.0
"Free Debt USA, Inc",1,0.0
AFFORDABLE MORTGAGE ADVISORS LLC,1,0.0
"Preferred Capital Funding of Illinois, LLC",1,0.0
Lighthouse Acceptance Corporation,1,0.0
"O&G Title, Inc",1,0.0
Thayer Properties Inc. DBA Residential First Capital,1,0.0
South Mississippi Collection Services Inc.,1,0.0
The CFM Group,1,0.0
"Straley & Otto, P.A.",1,0.0
KP ASSET CONSULTING LLC,1,0.0
"Grace Period, Inc.",1,0.0
"Bass & Associates, P.C., Attorneys at Law",1,0.0
PREFERRED LOANS LLC,1,0.0
Fowler Bell PLLC,1,0.0
R & B Corporation of Virginia,1,0.0
LL Services Parent LLC,1,0.0
Patriot Lending Services Inc,1,0.0
"RGL Associates, Inc.",1,0.0
"Own Up Holdings, Inc.",1,0.0
"America's Mortgage Lender, L.L.C.",1,0.0
"Total Customer Service, Inc.",1,0.0
"Two Rivers Title Company, LLC",1,0.0
"The Stark Collection Agency, Inc.",1,0.0
"American Settlement Funding, LLC",1,0.0
"Nationwide Recovery Systems, Ltd",1,0.0
"On The Barrelhead, LLC",1,0.0
"HomePace, Inc.",1,0.0
Security Mortgage Corporation,1,0.0
"Equity 4 U, Inc.",1,0.0
Diversified Company,1,0.0
Pauls Auto Sales & Service Inc,1,0.0
International Credit Inc,1,0.0
"Trio Financial Technologies, Inc. DBA Finch",1,0.0
"Miller and Steeno, P.C.",1,0.0
Family Credit Management,1,0.0
Southern Mortgage Corp.,1,0.0
CSO Financial,1,0.0
ASSOCIATED MORTGAGE CORP,1,0.0
"Flyhomes Mortgage, LLC",1,0.0
"SouthLaw, P.C.",1,0.0
"C&I Financial, Inc.",1,0.0
"American Fidelity Mortgage Services, Inc.",1,0.0
"Interstate Credit Solutions, LLC",1,0.0
"Certified Solutions, Inc",1,0.0
NORTHWAY BROKER LTD.,1,0.0
Home Funding Corporation,1,0.0
Western Management Consultants,1,0.0
"Esler And Lindie, P.A.",1,0.0
Groundwork Holdings LLC,1,0.0
"Evans, Simpson and Associates, Inc.",1,0.0
First Pacific Funding Inc.,1,0.0
" Lippman Recupero, LLC",1,0.0
"Razor Capital, LLC",1,0.0
CWI INC,1,0.0
"Blueprint Holding Co., Inc",1,0.0
"PAID IN FULL, INC.",1,0.0
"Larsen & Associates, P.L.",1,0.0
South Coast Doc Prep,1,0.0
"Daiyaan, Inc",1,0.0
"Arnold Scott Harris, P.C.",1,0.0
"Collection Bureau of the Hudson Valley, Inc.",1,0.0
"Portfolio Investment Exchange, Inc.",1,0.0
"St John Rossin & Burr, PLLC",1,0.0
"RS Clark and Associates, Inc.",1,0.0
TASO Group LLC,1,0.0
"Car Credit Solutions, Inc.",1,0.0
West Coast Mortgage Associates,1,0.0
"Andrews Law Firm, PLLC",1,0.0
MicroBilt / PRBC (formerly CL Verify),1,0.0
HLT CHECK EXCHANGE LLP,1,0.0
"MILLENNIUM FINANCIAL GROUP, L.L.C.",1,0.0
FAITH FINANCIAL LLC,1,0.0
"COAST 2 COAST LENDERS, LLC",1,0.0
RELIABLE HOLDINGS MANAGER LLC,1,0.0
"REISENFELD & ASSOCIATES LPA, LLC",1,0.0
"FlexPoint, Inc.",1,0.0
PLAC Guarantee,1,0.0
Financial Data Systems,1,0.0
"Lender Services, Inc",1,0.0
CaseAdvance,1,0.0
"Bay Area Receivables, Inc",1,0.0
Tactical Mortgage LLC,1,0.0
"1ST CHOICE LOANS, LLC.",1,0.0
Volunteer Mortgage Inc,1,0.0
Rediger Investment Corporation,1,0.0
"Jon Barry and Associates, Inc.",1,0.0
"COLLECTION ASSOCIATES, LTD.",1,0.0
RumbleOn Finance LLC,1,0.0
Citizen Mortgage LLC,1,0.0
"Bench Equity, L.L.C.",1,0.0
"Barrett Motors, Inc.",1,0.0
"Princeton Financial, LLC",1,0.0
"Thrifty Loans, LLC",1,0.0
"Results Unlimited, Inc.",1,0.0
Citywide Finance Company Inc.,1,0.0
"Jenkins, Wagnon & Young, P.C.",1,0.0
"The Law Offices of Barry J. Gammons, PLLC",1,0.0
XANDER MORTGAGE & REAL ESTATE INC,1,0.0
American Mortgage Inc.,1,0.0
Surepay Lending Group LLC,1,0.0
"Ozark Mountain Mortgage, LLC",1,0.0
"Account Control Technology, Inc.",1,0.0
LT17 Services LLC,1,0.0
"Costner Law Office, PLLC",1,0.0
DriveNow Leasing LLC,1,0.0
DTA GROUP LLC,1,0.0
"Torres Credit Services, Inc.",1,0.0
Loan Park (Loanpark Mortgage Lending),1,0.0
BLACK MANN & GRAHAM LLP,1,0.0
"American Home Funding, Inc.",1,0.0
"Personal Asset Recovery, LLC",1,0.0
